54.903664525878355	29066	hypothetical protein
11.384586324140537	6027	hypothetical protein, partial
4.990555345674348	2642	hypothetical protein 
0.7499055534567435	397	actin, cytoplasmic 2
0.3702304495655459	196	nitric-oxide reductase
0.36078579523989424	191	phosphohydrolase
0.33434076312806954	177	T9SS C-terminal target domain-containing protein
0.3324518322629392	176	molecular chaperone DnaK
0.3192293162070268	169	MULTISPECIES: hypothetical protein
0.3060068001511145	162	type I glyceraldehyde-3-phosphate dehydrogenase
0.2795617680392898	148	elongation factor G
0.27389497544389874	145	methane monooxygenase
0.24744994333207404	131	translation elongation factor EF-1 subunit alpha, partial
0.24744994333207404	131	periplasmic nitrate reductase subunit alpha
0.2455610124669437	130	SusC/RagA family TonB-linked outer membrane protein
0.24178315073668305	128	translation elongation factor EF-1 subunit alpha
0.24178315073668305	128	endonuclease
0.219115980355119	116	cystathionine gamma-synthase
0.21156025689459765	112	30S ribosomal protein S2
0.20022667170381564	106	TonB-dependent receptor
0.19455987910842462	103	DNA-directed RNA polymerase subunit alpha, partial
0.1775595013222516	94	cation acetate symporter
0.17567057045712126	93	fructose-bisphosphate aldolase class I
0.17378163959199094	92	SusD/RagB family nutrient-binding outer membrane lipoprotein
0.17000377786173027	90	cytochrome c oxidase subunit I
0.16433698526633925	87	phage capsid protein
0.1624480544012089	86	pyruvate, phosphate dikinase
0.16055912353607857	85	30S ribosomal protein S15, partial
0.15867019267094826	84	SCP-2 sterol transfer family protein
0.15867019267094826	84	tryptophan synthase subunit beta
0.15678126180581792	83	major outer membrane protein
0.15489233094068758	82	flagellin
0.15300340007555724	81	malate dehydrogenase
0.14922553834529656	79	50S ribosomal protein L3
0.14544767661503588	77	transketolase
0.1397808840196449	74	translation initiation factor IF-5A
0.1397808840196449	74	30S ribosomal protein S17, partial
0.1397808840196449	74	cystathionine beta-lyase
0.13789195315451455	73	30S ribosomal protein S8, partial
0.13789195315451455	73	ATP synthase subunit alpha
0.13789195315451455	73	cell division ATP-binding protein FtsE
